Ajay Srivastav,Printers Playhouse,@printers_playhouse,2023-03-11T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Con Brio,Under Ground Theatre,@undergroundtheatre.eb,2023-03-11T00:00:00+00:00,2023-05-12 10:00:00 +0100,
Go Commando,Drop in the Ocean,"",2023-03-12T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
Opera Mayhem,Printers Playhouse,"",2023-03-12T00:00:00+00:00,2023-05-12 16:00:00 +0100,
Mary Grace,"The Red Lion, Stone Cross",@theredlionstonecross,2023-03-12T00:00:00+00:00,2023-05-12 18:00:00 +0100,
Madness Tribute,Bandstand on Tour (at the Winter Garden),@bandstandeb,2023-03-03T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Alex De Rico,The Belgian Cafe,@thebelgiancafeeastbourne,2023-03-03T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Kevin Jones,The Crown & Anchor,@crownanchoreastbourne,2023-03-03T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Watson Brothers,Emerald Bar,@the.emeraldbar,2023-03-03T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Ska’d It Up,Jesters,@jesterseastbourne,2023-03-03T00:00:00+00:00,,
Stone Cold Sober,The Prince Albert,"",2023-03-03T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Dandelion Charm + Song Box Band,Printers Playhouse,@printers_playhouse,2023-03-03T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Jersey Boys Tribute,Bandstand on Tour (at the Winter Garden),"",2023-03-04T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Tina Bridgman,The Belgian Cafe,"",2023-03-04T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Glam Rox,The Crown & Anchor,"",2023-03-04T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Watson Brothers (1-4pm) The Normans (4.30-7.30pm),Drop in the Ocean,@dropintheoceaneb_,2023-03-04T00:00:00+00:00,,
Bad Mood Monkey,Emerald Bar,"",2023-03-04T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The 100 Monkeys,Garden Bar,@gardenbareastbourne,2023-03-04T00:00:00+00:00,,
Rockslaw,Langney Sports Club,"",2023-03-04T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Waves,The Prince Albert,"",2023-03-04T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Mike Fillery & the Other Two + En Heat,Printers Playhouse,"",2023-03-04T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Geoff Morley + Joseph Peters,Under Ground Theatre,@undergroundtheatre.eb,2023-03-04T00:00:00+00:00,2023-05-12 10:00:00 +0100,2023-05-12 00:00:00 +0100
The Chicago Blues Brothers,Congress Theatre,@eastbourne_theatres,2023-03-05T00:00:00+00:00,,
Hot Damn Trio,Drop in the Ocean,"",2023-03-05T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
Joanna Rose Barton: A Night of Amy Winehouse,"The Red Lion, Stone Cross",@theredlionstonecross,2023-03-05T00:00:00+00:00,2023-05-12 18:00:00 +0100,
Rory Collins Fat Charlie & the Southbound Train  + open mic,"The Star Inn, Old Town","",2023-03-05T00:00:00+00:00,2023-05-12 18:00:00 +0100,2023-05-12 21:00:00 +0100
The Glenn Miller & Big Band Spectacular,Congress Theatre,@eastbourne_theatres,2023-02-23T00:00:00+00:00,2023-05-12 19:30:00 +0100,
Will Taylor,The Belgian Cafe,@thebelgiancafeeastbourne,2023-02-24T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Lost in Music: One Night at the Disco,Congress Theatre,"",2023-02-24T00:00:00+00:00,2023-05-12 19:30:00 +0100,
New Blue Shoes,The Crown & Anchor,@crownanchoreastbourne,2023-02-24T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Phoenix Fires,The Emerald Bar,@the.emeraldbar,2023-02-24T00:00:00+00:00,,
Jay Hunter,The Belgian Cafe,"",2023-02-25T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Brotherhood,The British Queen,"",2023-02-25T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Mike Oldfield’s Tubular Bells,Congress Theatre,"",2023-02-25T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Do Theys,The Crown & Anchor,"",2023-02-25T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Diamond Brothers,The Emerald Bar,"",2023-02-25T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Sherbert Fountains,The Fishermens,@eastbournefishermens,2023-02-25T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Kevin Jones,Langney Sports Club,"",2023-02-25T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Watson Brothers,The Prince Albert,@theprincealbert.eastbourne,2023-02-25T00:00:00+00:00,,
THE VINYL FRONTIER Carman\Grocott (7.30pm),Son of Ugly (8.15pm),@the_frontierbar,2023-02-24T00:00:00+00:00,,
Ceol Na Mara,The Alexandra Arms,@thealexandraarmseastbourne1,2023-02-17T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Hollie Poole & Stuart Bligh,The Belgian Cafe,@thebelgiancafeeastbourne,2023-02-17T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Bedraggled,The Crown & Anchor,@crownanchoreastbourne,2023-02-17T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Jim Baldock,The Emerald Bar,@the.emeraldbar,2023-02-17T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Kilda Street,The Prince Albert,@theprincealbert.eastbourne,2023-02-17T00:00:00+00:00,,
Creature Creature,Printer’s Playhouse,@printers_playhouse,2023-02-17T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Buskin Biker,The Belgian Cafe,"",2023-02-18T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Bite the Bullet,The Belgian Cafe,"",2023-02-18T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Watson Brothers (12.30-3.30pm) Jim Baldock (4-7pm),Drop in the Ocean,@dropintheoceaneb_,2023-02-18T00:00:00+00:00,,
Howlin Grooves,Eastbourne Working Men’s Club,"",2023-02-18T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Admiral Finns,The Emerald Bar,"",2023-02-18T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Waves,Garden Bar,@gardenbareastbourne,2023-02-18T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Maypine Farewell Show,The Grove Theatre,@grovetheatreeastbourne,2023-02-18T00:00:00+00:00,2023-05-12 19:00:00 +0100,
Andy T King as Elvis,Langney Sports Club,"",2023-02-18T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Lipstick & Beatniks (duo),The Prince Albert,"",2023-02-18T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Taylor Moon,Drop in the Ocean,"",2023-02-19T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
The Big Blue,"The Red Lion, Stone Cross",@theredlionstonecross,2023-02-19T00:00:00+00:00,2023-05-12 18:00:00 +0100,2023-05-12 20:00:00 +0100
Stan-H iDuet + open mic,"The Star, Old Town","",2023-02-19T00:00:00+00:00,2023-05-12 18:00:00 +0100,2023-05-12 21:00:00 +0100
Yuri Betancourt,Belgian Cafe,@thebelgiancafeeastbourne,2023-02-10T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
90s Live!,Congress Theatre,@eastbourne_theatres,2023-02-10T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Watson Brothers,Crown & Anchor,@crownanchoreastbourne,2023-02-10T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Sammy Sarfas,Emerald Bar,@the.emeraldbar,2023-02-10T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Dawg N Bones,Printers Playhouse,@printers_playhouse,2023-02-10T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Guy Sowdon,Alexandra Arms,"",2023-02-10T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Tina Bridgman,Belgian Cafe,"",2023-02-11T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Johnny Sings Jazz,Crown & Anchor,"",2023-02-11T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Court Brothers (12.30-3.30pm) Sammy (4-7pm),Drop in the Ocean,@dropintheoceaneb_,2023-02-11T00:00:00+00:00,,
The Watson Brothers,Eastbourne Working Men’s Club,"",2023-02-11T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Criminal Records,Emerald Bar,"",2023-02-11T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Stereo Kings,Garden Bar,@gardenbareastbourne,2023-02-11T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Sherbert Fountains,Langney Sports Club,"",2023-02-11T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Whiskey Business,The Prince Albert,@theprincealbert.eastbourne,2023-02-11T00:00:00+00:00,,
Jay Hunter,Printers Playhouse,"",2023-02-11T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The A&M Band,Under Ground Theatre,@undergroundtheatre.eb,2023-02-11T00:00:00+00:00,2023-05-12 10:00:00 +0100,
Will Read,Drop in the Ocean,"",2023-02-12T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
The Neil Diamond Story,Bandstand on Tour (at the Winter Garden),@bandstandeb,2023-02-03T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Mel Hayes,The Belgian Cafe,@thebelgiancafeeastbourne,2023-02-03T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Sherbert Fountains,The Crown & Anchor,@crownanchoreastbourne,2023-02-03T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Sophie Mullan,Emerald Bar,@the.emeraldbar,2023-02-03T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Choro Bandido,Printers Playhouse,@printers_playhouse,2023-02-03T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Hall Hammond,The Belgian Cafe,"",2023-02-04T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Pat Butchers,The Crown & Anchor,"",2023-02-04T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Rockin Robbins,Drop in the Ocean,@dropintheoceaneb_,2023-02-04T00:00:00+00:00,2023-05-12 12:00:00 +0100,2023-05-12 15:00:00 +0100
Hot Damn,Emerald Bar,"",2023-02-04T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The School Disco Band,Garden Bar,@gardenbareastbourne,2023-02-04T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Waves,Langney Sports Club,"",2023-02-04T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Phillip Robbins,Under Ground Theatre,@undergroundtheatre.eb,2023-02-04T00:00:00+00:00,2023-05-12 10:00:00 +0100,
Jim Baldock,Drop in the Ocean,"",2023-02-05T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
The Belmores Sons of Guns + open mic,"The Star, Old Town","",2023-02-05T00:00:00+00:00,2023-05-12 18:00:00 +0100,2023-05-12 21:00:00 +0100
Alex De Rico,Belgian Cafe,@thebelgiancafeeastbourne,2023-01-27T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Kilbroyde,Emerald Bar,@the.emeraldbar,2023-01-27T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Grand Benali,The Farm Friday Street,@farmfridayst,2023-01-27T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Rewind 45,The Prince Albert,@theprincealbert.eastbourne,2023-01-27T00:00:00+00:00,,
The Spooky Wagons,Printers Playhouse,@printers_playhouse,2023-01-27T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Buskin’ Biker,Belgian Cafe,"",2023-01-28T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Howling Grooves,The British Queen,"",2023-01-28T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Rockin’ Robbins,Drop in the Ocean,@dropintheoceaneb_,2023-01-28T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
Hi-Fi Collective,Emerald Bar,"",2023-01-28T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Watson Brothers,Garden Bar,@gardenbareastbourne,2023-01-28T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Rewind 45,Langney Sports Club,"",2023-01-28T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Show Tunes with Natalie Roberts,Printers Playhouse,"",2023-01-28T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Kay Moleneaux is Dolly Parton,"The Seven Sisters, Lower Willingdon","",2023-01-28T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Alex 7 Mary + Jus’ Geoff,Under Ground Theatre,@undergroundtheatre.eb,2023-01-28T00:00:00+00:00,2023-05-12 10:00:00 +0100,
Claire Taylor,Drop in the Ocean,"",2023-01-19T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
Mel Hayes,The Farm Friday Street,"",2023-01-19T00:00:00+00:00,2023-05-12 15:00:00 +0100,
Jazz Jam,The Frontier Bar,@the_frontierbar,2023-01-19T00:00:00+00:00,2023-05-12 16:00:00 +0100,2023-05-12 19:00:00 +0100
Kuda,Belgian Cafe,@thebelgiancafeeastbourne,2023-01-20T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Diamond Brothers,Emerald Bar,@the.emeraldbar,2023-01-20T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Ska’d It Up,The Prince Albert,@theprincealbert.eastbourne,2023-01-20T00:00:00+00:00,,
Stormy-T and Bluesman’s Lane,Printer’s Playhouse,@printers_playhouse,2023-01-20T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Tilsmore,Under Ground Theatre,@undergroundtheatre.eb,2023-01-20T00:00:00+00:00,2023-05-12 10:00:00 +0100,2023-05-12 00:00:00 +0100
Jay Hunter,Belgian Cafe,"",2023-01-21T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Jim Baldock,Drop in the Ocean,@dropintheoceaneb_,2023-01-21T00:00:00+00:00,2023-05-12 12:00:00 +0100,2023-05-12 15:00:00 +0100
Rockin Robbins,Emerald Bar,"",2023-01-21T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Hot Damn,Garden Bar,@gardenbareastbourne,2023-01-21T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Mel Hayes,Langney Sports Club,"",2023-01-21T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Tom Robinson - PPH Piano Bar,Printers Playhouse,"",2023-01-21T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Spooky Wagons,Dem Shish,@dem.shish,2023-01-12T00:00:00+00:00,2023-05-12 19:30:00 +0100,2023-05-12 21:30:00 +0100
Coldplay Tribute,Bandstand on tour (at the Welcome Centre),@bandstandeb,2023-01-13T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Tina Bridgman,Belgian Cafe,@thebelgiancafeeastbourne,2023-01-13T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Sammy Sarfas,Emerald Bar,@the.emeraldbar,2023-01-13T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Joel White Band,Printers Playhouse,@printers_playhouse,2023-01-13T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Watson Brothers,The Red Lion Stone Cross,@theredlionstonecross,2023-01-13T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Hall Hammond,Belgian Cafe,"",2023-01-14T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
John Lane,Eastbourne Working Men’s Club,"",2023-01-14T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Naked Bass,Garden Bar,@gardenbareastbourne,2023-01-14T00:00:00+00:00,,
The Buskin Biker,Langney Sports Club,"",2023-01-14T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Rewind 45,The Prince Albert,@theprincealbert.eastbourne,2023-01-14T00:00:00+00:00,2023-05-12 21:00:00 +0100,
London Philharmonic Orchestra: Milos Plays Rodrigo,Congress Theatre,@eastbourne_theatres,2023-01-15T00:00:00+00:00,2023-05-12 15:00:00 +0100,
The Vibe 5,Ninkaci,@ninkaci_eastbourne,2023-01-05T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Mel Hayes,Belgian Cafe,@thebelgiancafeeastbourne,2023-01-06T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Bustin’ A Groove,The Prince Albert,@theprincealbert.eastbourne,2023-01-06T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Light Keepers,Printers Playhouse,@printers_playhouse,2023-01-06T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Phil Mills,Belgian Cafe,"",2023-01-07T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Watson Brothers,The Emerald Bar,@the.emeraldbar,2023-01-07T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Rockin Robbins,The Prince Albert,"",2023-01-07T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Blues Addicted,The Prince Albert,@theprincealbert.eastbourne,2022-12-26T00:00:00+00:00,2023-05-12 21:00:00 +0100,
TINA BRIDGMAN,Belgian Cafe,@thebelgiancafeeastbourne,2022-12-30T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Watson Brothers,The Crown & Anchor,@paulguitarwatson,2022-12-30T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Watson Brothers,Drop in the Ocean,@dropintheoceaneb_,2022-12-30T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Megadrives,The Eagle,@theeagleeb,2022-12-30T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Bustin a Groove,Eastbourne Working Men’s Club,"",2022-12-30T00:00:00+00:00,2023-05-12 20:00:00 +0100,
HiFi Collective,Emerald Bar,"@hificollectiveband, @the.emeraldbar",2022-12-30T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Rough Mix,The Farm Friday Street,@farmfridayst,2022-12-30T00:00:00+00:00,2023-05-12 20:00:00 +0100,
The Zen Relics,Garden Bar,"@guyandjamieszenrelics, @gardenbareastbourne",2022-12-30T00:00:00+00:00,2023-05-12 19:00:00 +0100,
Sound of the Crowd,The Lamb,@lamb1790,2022-12-30T00:00:00+00:00,,
Kilda Street,The Prince Albert,"",2022-12-30T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Suite,The Red Lion Willingdon,@theredlionwillingdon,2022-12-30T00:00:00+00:00,2023-05-12 19:00:00 +0100,
Lipstick and Beatniks,"The Ship, Meads","@lipstick_and_beatniks, @theshipatmeads",2022-12-30T00:00:00+00:00,,
Go Commando,Drop in the Ocean,@gocommandoband,2021-01-01T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
Luch Stefano,Dem Shish,"@luchstefano, @dem.shish",2022-12-20T00:00:00+00:00,2023-05-12 19:30:00 +0100,2023-05-12 21:30:00 +0100
"LTtheMonk, Calzy, The Veltmans, Nomad *SOLD OUT*",The Grove Theatre,"@ltthemonk, @callum_nicholls_, @theveltmans, @itzz_nomad, @grovetheatreeastbourne",2022-12-21T00:00:00+00:00,2023-05-12 19:00:00 +0100,
The Lucy Pickering Quartet An Evening of Festive Jazz,The Stage Door,"@lucy.pickering, @stagedoorpub",2022-12-22T00:00:00+00:00,,
Will Taylor,Belgian Cafe,@thebelgiancafeeastbourne,2022-12-23T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Ragati String Band (xmas special),Beerarama,@beerarama_,2022-12-23T00:00:00+00:00,2023-05-12 19:00:00 +0100,
Kevin Jones,The Crown & Anchor,@crownanchoreastbourne,2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Rockin Robbins,Drop in the Ocean,"@rockinrobbins2022, @dropintheoceaneb_",2022-12-23T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
The Chandeliers,Garden Bar,"@thechandeliersuk, @gardenbareastbourne",2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Normans,Jesters,@jesterseastbourne,2022-12-23T00:00:00+00:00,,
Go Commando,The Prince Albert,"@gocommandoband, @theprincealbert.eastbourne",2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Brotherhood,Printer’s Playhouse,"@brotherhood_ebo, @printers_playhouse",2022-12-23T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Hall Hammond,Belgian Cafe,@hall.hammond,2022-12-23T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Backbeat,The British Queen,"",2022-12-23T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Rockin Robbins,The Crown & Anchor,"",2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Guy & Jamie's Zen Relics,Drop in the Ocean,@guyandjamieszenrelics,2022-12-23T00:00:00+00:00,2023-05-12 13:00:00 +0100,2023-05-12 16:00:00 +0100
The Normans,The Eagle,"@thenormansrock, @theeagleeb",2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
John Lane Neil Diamond Tribute,Eastbourne Working Men’s Club,"",2022-12-23T00:00:00+00:00,2023-05-12 15:00:00 +0100,2023-05-12 18:00:00 +0100
The Waves,The Prince Albert,@the.waves.functionband,2022-12-23T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Christmas Festive Sing-aLong,Printer’s Playhouse,"",2022-12-23T00:00:00+00:00,2023-05-12 14:00:00 +0100,2023-05-12 15:00:00 +0100
Christmas Market Sound Stage,Banker’s Corner,"@carysmaimusic, @hiveeventsstage, @youreastbourne",2022-12-15T00:00:00+00:00,2023-05-12 10:30:00 +0100,2023-05-12 05:30:00 +0100
Ragati String Band,The Alexandra Arms,@thealexandraarmseastbourne1,2022-12-16T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Christmas Market Sound Stage,Banker’s Corner,"@luchstefano, @joannarosebarton, @johnrlane",2022-12-16T00:00:00+00:00,2023-05-12 10:30:00 +0100,2023-05-12 05:30:00 +0100
Kuda,Belgian Cafe,"@kudasm, @thebelgiancafeeastbourne",2022-12-16T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Truth Seeking Missiles,Blue Bar,@bluebarmusic,2022-12-16T00:00:00+00:00,2023-05-12 22:00:00 +0100,
The Watson Brothers,Crown & Anchor,@crownanchoreastbourne,2022-12-16T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Josh Robinson,Emerald Bar,@joshrobinson.music,2022-12-16T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Sherbert Fountains,Garden Bar,"@thesherbertfountains, @gardenbareastbourne",2022-12-16T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Ska-Per,The Prince Albert,@ska_per_uk,2022-12-16T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Mighty Groove Robbers,"The Star Inn, Old Town",@themightygroove,2022-12-16T00:00:00+00:00,2023-05-12 21:00:00 +0100,
ABBA Tribute,Bandstand On Tour (at the Welcome Centre),@bandstandeb,2022-12-17T00:00:00+00:00,2023-05-12 20:00:00 +0100,
Christmas Market Sound Stage,Banker’s Corner,"@mikefillery, @pentacledrummers, @harry_a_court",2022-12-17T00:00:00+00:00,2023-05-12 10:30:00 +0100,2023-05-12 05:30:00 +0100
Kibroyde,Belgian Cafe,@kibroyde,2022-12-17T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Rooster Tail,Crown & Anchor,"",2022-12-17T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
The Watson Brothers,Drop in the Ocean,@dropintgeoceaneb_,2022-12-17T00:00:00+00:00,2023-05-12 12:00:00 +0100,2023-05-12 15:00:00 +0100
The Valve Sound,The Eagle,"@thevalvesound, @theeagleeb",2022-12-17T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Guilty Pleasures,Eastbourne Working Men’s Club,"",2022-12-17T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Hi-Fi Collective,Emerald Bar,"@hificollectiveband, @the.emeraldbar",2022-12-17T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Hot Damn,Garden Bar,@hotdamnfunctionband,2022-12-17T00:00:00+00:00,2023-05-12 21:00:00 +0100,
The Zen Relics,Langney Sports Club,@guyandjamieszenrelics,2022-12-17T00:00:00+00:00,2023-05-12 20:30:00 +0100,
School Disco Band,The Prince Albert,@theprincealbert.eastbourne,2022-12-17T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Steve Sharp + Ben,Under Ground Theatre,@undergroundtheatre.eb,2022-12-17T00:00:00+00:00,2023-05-12 10:00:00 +0100,
Christmas Market Sound Stage,Banker’s Corner,"",2022-12-18T00:00:00+00:00,2023-05-12 10:30:00 +0100,2023-05-12 05:30:00 +0100
Stray Dogs,The British Queen,"",2022-12-18T00:00:00+00:00,2023-05-12 16:00:00 +0100,
A Swingin’ Christmas - Len Phillips Swing Orchestra & Singers,Congress Theatre,@eastbourne_theatres,2022-12-18T00:00:00+00:00,2023-05-12 15:00:00 +0100,
Mary Grace,"The Red Lion, Stone Cross",@theredlionstonecross,2022-12-18T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Rick Bonner,Dem Shish,"@rickbonner1, @dem.shish",2022-12-05T00:00:00+00:00,2023-05-12 19:30:00 +0100,2023-05-12 21:30:00 +0100
"Street Grease, ava, Vegas Nerves",The Box at the Grove Theatre,"@street.grease, @avaisitsname, @eastbournemusic, @grovetheatreeastbourne",2022-12-06T00:00:00+00:00,2023-05-12 19:00:00 +0100,
The Magic of Motown,Congress Theatre,"@magicofmotown, @eastbourne_theatres",2022-12-07T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Elvis Years at Christmas,Congress Theatre,"",2022-12-08T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Spooky Wagons,Dem Shish,@the.spooky.wagons,2022-12-08T00:00:00+00:00,2023-05-12 19:30:00 +0100,
The Buskin’ Biker,Belgian Cafe,@thebelgiancafeeastbourne,2022-12-09T00:00:00+00:00,2023-05-12 20:00:00 +0100,2023-05-12 22:00:00 +0100
Stereo Kings,The Crown & Anchor,"@stereokingsofficial, @crownanchoreastbourne",2022-12-09T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Rockin’ Robbins,Emerald Bar,"@rockinrobbins2022, @the.emeraldbar",2022-12-09T00:00:00+00:00,2023-05-12 20:30:00 +0100,
The Actualisers,The Prince Albert,"@theactualisers, @theprincealbert.eastbourne",2022-12-09T00:00:00+00:00,2023-05-12 21:00:00 +0100,
Zachary Dogwood,Printers Playhouse,"@zacharydogwood, @printers_playhouse",2022-12-09T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Guy & Jamie's Zen Relics,Alexandra Arms,"@guyandjamieszenrelics, @thealexandraarmseastbourne1",2022-12-10T00:00:00+00:00,2023-05-12 20:30:00 +0100,
Rocking Around the Christmas Tree with The Zoots,Bandstand on Tour at the Winter Garden,"@thezoots, @bandstandeb",2022-12-10T00:00:00+00:00,2023-05-12 19:00:00 +0100,
